,artist,album_name,rating,album_link,genre,Unnamed: 0
179,['Taylor Swift'],['Midnights'],['7.0'],['https://pitchfork.com/reviews/albums/taylor-swift-midnights/'],['pop'],
180,['Isabella Lovestory'],['Amor Hardcore'],['7.2'],['https://pitchfork.com/reviews/albums/isabella-lovestory-amor-hardcore/'],['pop'],
181,['Julianna Riolino'],['All Blue'],['7.0'],['https://pitchfork.com/reviews/albums/julianna-riolino-all-blue/'],['pop'],
182,['Carly Rae Jepsen'],['The Loneliest Time'],['6.5'],['https://pitchfork.com/reviews/albums/carly-rae-jepsen-the-loneliest-time/'],['pop'],
183,['Lolo Zouaï'],['PLAYGIRL'],['6.7'],['https://pitchfork.com/reviews/albums/lolo-zouai-playgirl/'],['pop'],
184,['Janet Jackson'],['The Velvet Rope (Deluxe Edition)'],['9.4'],['https://pitchfork.com/reviews/albums/janet-jackson-the-velvet-rope-deluxe-edition/'],['pop'],
185,['TSHA'],['Capricorn Sun'],['7.2'],['https://pitchfork.com/reviews/albums/tsha-capricorn-sun/'],['pop'],
186,['Alhaji Waziri Oshomah'],['World Spirituality Classics 3: The Muslim Highlife of Alhaji Waziri Oshomah'],['7.2'],['https://pitchfork.com/reviews/albums/alhaji-waziri-oshomah-world-spirituality-classics-3-the-muslim-highlife-of-alhaji-waziri-oshomah/'],['pop'],
187,['Bladee'],['Spiderr'],['7.7'],['https://pitchfork.com/reviews/albums/bladee-spiderr/'],['pop'],
188,['George Michael'],['Older (Super Deluxe)'],['8.0'],['https://pitchfork.com/reviews/albums/george-michael-older-super-deluxe/'],['pop'],
189,['Björk'],['Fossora'],['8.4'],['https://pitchfork.com/reviews/albums/bjork-fossora/'],['pop'],
190,['George Riley'],['Running in Waves'],['7.4'],['https://pitchfork.com/reviews/albums/george-riley-running-in-waves/'],['pop'],
191,['Sofie Royer'],['Harlequin'],['7.1'],['https://pitchfork.com/reviews/albums/sofie-royer-harlequin/'],['pop'],
192,['Nona Hendryx'],['SkinDiver'],['9.0'],['https://pitchfork.com/reviews/albums/nona-hendryx-skindiver/'],['pop'],
193,['FLETCHER'],['Girl of My Dreams'],['5.9'],['https://pitchfork.com/reviews/albums/fletcher-girl-of-my-dreams/'],['pop'],
194,['BLACKPINK'],['Born Pink'],['6.5'],['https://pitchfork.com/reviews/albums/blackpink-born-pink/'],['pop'],
